OBJECTID,LATITUDE,LONGITUDE,FIRE_YEAR,STAT_CAUSE_DESCR,STATE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS
1607771,34.0885,-117.2174,2012,Missing/Undefined,CA,,0.1,A
1607772,34.012063,-117.638099,2012,Debris Burning,CA,,0.1,A
1607773,34.0842,-117.1737,2012,Arson,CA,,0.12,A
1607774,34.0646,-117.2611,2012,Miscellaneous,CA,,0.01,A
1607775,34.051774,-117.670776,2012,Missing/Undefined,CA,,1.11,B
1607776,34.0118,-117.1818,2012,Children,CA,,0.25,A
1607777,34.0594,-117.2393,2012,Debris Burning,CA,,0.01,A
1607778,34.0665,-117.2261,2012,Arson,CA,,1,B
1607779,34.064301,-117.584557,2012,Miscellaneous,CA,,0.01,A
1607780,34.066,-117.2088,2012,Smoking,CA,,0.01,A
1607781,34.0229,-117.1595,2012,Missing/Undefined,CA,,0.01,A
1607782,34.0118,-117.1818,2012,Children,CA,,0.01,A
1607783,34.0686,-117.2107,2012,Miscellaneous,CA,,0.01,A
1607784,34.0408,-117.2041,2012,Arson,CA,,0.01,A
1607785,34.0414,-117.1555,2012,Missing/Undefined,CA,,0.1,A
1607786,34.0951,-117.1824,2012,Missing/Undefined,CA,,0.01,A
1607787,34.0195,-117.1124,2012,Equipment Use,CA,,2,B
1607788,34.0208,-117.1338,2012,Equipment Use,CA,,0.02,A
1607789,38.621788,-119.521251,2012,Debris Burning,CA,,1,B
1607798,36.431455,-121.337101,2012,Miscellaneous,CA,BEU 2834,0.1,A
1607799,36.907851,-121.403879,2012,Miscellaneous,CA,HWY 156  / SAN FELIPE RD,0.01,A
1607800,36.500492,-121.937469,2012,Miscellaneous,CA,HIGHLAND,0.12,A
1607801,36.121953,-121.023498,2012,Equipment Use,CA,198,26.6,C
1607802,36.867982,-121.668733,2012,Debris Burning,CA,TARPEY,0.01,A
1607803,36.878925,-121.565228,2012,Debris Burning,CA,BROWN RD  AROMAS_SBCO,0.01,A
1607804,36.341667,-120.754722,2012,Equipment Use,CA,COALINGA,3,B
1607805,36.548283,-121.900737,2012,Miscellaneous,CA,RIO VISTA,1,B
1607806,36.58766,-121.890427,2012,Smoking,CA,,0.1,A
1607807,36.875042,-121.642096,2012,Debris Burning,CA,CARPENTERIA RD  AROMAS_MO,0.1,A
1607808,36.563333,-121.875833,2012,Campfire,CA,JACKS,0.25,A
1607809,36.602958,-121.926796,2012,Miscellaneous,CA,,0.01,A
1607810,36.598128,-121.863223,2012,Missing/Undefined,CA,,0.01,A
1607811,36.805228,-121.406131,2012,Debris Burning,CA,HIDDEN,1,B
1607812,36.615804,-121.383853,2012,Miscellaneous,CA,CHUALAR CANYON RD  SALINA,0.1,A
1607813,36.596015,-121.438448,2012,Debris Burning,CA,CANYON,0.5,B
1607814,35.966303,-121.117516,2012,Debris Burning,CA,CROSS,12.1,C
1607815,36.399786,-121.872454,2012,Equipment Use,CA,GARRAPATOS,2,B
1607816,36.815572,-121.708225,2012,Equipment Use,CA,LAKEVIEW DR  NORTH_COUNTY,0.5,B
1607817,36.446944,-121.298333,2012,Debris Burning,CA,BRYANT,0.1,A
1607818,36.129101,-121.020391,2012,Debris Burning,CA,ANITA ST / MAIN ST,0.01,A
1607819,36.255658,-121.431633,2012,Debris Burning,CA,ARROYO,3.24,B
1607820,36.880592,-121.554312,2012,Miscellaneous,CA,ANZAR HIGH SCHOOL SAN_JUA,1,B
1607821,36.574596,-121.912259,2012,Children,CA,PEBBLE,0.02,A
1607822,36.615,-120.958611,2012,Debris Burning,CA,CHERRY,3,B
1607823,36.931489,-121.476556,2012,Missing/Undefined,CA,BOLSA RD / SHORE RD,0.1,A
1607824,35.86537,-120.9812,2012,Miscellaneous,CA,NORTH SHORE SAN ANTONIO L,0.01,A
1607825,36.602017,-121.642962,2012,Debris Burning,CA,TARA CT / TARA DR,0.2,A
1607826,36.233818,-121.174506,2012,Missing/Undefined,CA,CENTRAL,0.01,A
1607827,36.077222,-120.998056,2012,Miscellaneous,CA,PERRIS,2.7,B
1607828,36.414949,-121.319244,2012,Missing/Undefined,CA,NESTLES RD / LOS COCHES D,0.1,A
1607829,36.552175,-121.895807,2012,Missing/Undefined,CA,CANADA DR  RIO_RD,1,B
1607830,36.859692,-121.630468,2012,Miscellaneous,CA,RICARDO CT  AROMAS_SBCO,1,B
1607831,36.615,-120.958611,2012,Debris Burning,CA,CHERRY HILL CEMETERY ANTE,1,B
1607832,36.969746,-121.465102,2012,Missing/Undefined,CA,LAKE,0.1,A
1607833,36.829854,-121.393228,2012,Children,CA,LADD,0.1,A
1607834,36.761995,-121.661785,2012,Debris Burning,CA,DAMIAN,1,B
1607835,36.510754,-121.364945,2012,Miscellaneous,CA,GLORIA,0.05,A
1607836,36.870643,-121.434726,2012,Debris Burning,CA,WRIGHT RD  HOLLISTER,0.1,A
1607837,36.427609,-121.321124,2012,Children,CA,WALKER,0.1,A
1607838,36.831944,-121.349167,2012,Miscellaneous,CA,HEATHERWOOD,0.25,A
1607839,36.407554,-120.993223,2012,Miscellaneous,CA,AIRLINE,1,B
1607840,36.41911,-121.313746,2012,Arson,CA,MONTEREY,0.5,B
1607841,36.406908,-120.993584,2012,Miscellaneous,CA,AIRLINE,1,B
1607842,36.853889,-121.569167,2012,Missing/Undefined,CA,ROCKS,1,B
1607843,36.7852,-121.319752,2012,Miscellaneous,CA,BOLADO,0.1,A
1607844,35.808811,-120.53043,2012,Equipment Use,CA,RANCHITA,70,C
1607845,36.820519,-121.374664,2012,Children,CA,AIRLINE HWY   HOLLISTER,0.08,A
1607846,36.01748,-121.06683,2012,Miscellaneous,CA,LOCKWOOD SAN LUCAS GRADE,2,B
1607847,36.859845,-121.603977,2012,Miscellaneous,CA,CANNON,0.1,A
1607848,36.860858,-121.622131,2012,Missing/Undefined,CA,COLE 2,1,B
1607849,36.604246,-121.941655,2012,Miscellaneous,CA,C17,1,B
1607850,36.604069,-121.941447,2012,Miscellaneous,CA,FOREST LODGE RD  PEBBLE_B,0.1,A
1607851,36.428053,-121.331044,2012,Missing/Undefined,CA,FRONT ST  SOLEDAD_CITY,0.1,A
1607852,36.596173,-120.832097,2012,Miscellaneous,CA,ANTELOPE,0.25,A
1607853,36.895621,-121.427302,2012,Equipment Use,CA,AIRPORT,2,B
1607854,36.288184,-121.195066,2012,Miscellaneous,CA,LAGO,0.12,A
1607855,36.597235,-121.625153,2012,Miscellaneous,CA,RIVER,1,B
1607856,36.432567,-121.331675,2012,Children,CA,AMADOR,0.1,A
1607857,36.823438,-121.384994,2012,Missing/Undefined,CA,SOUTHSIDE,0.8,B
1607858,36.942294,-121.376763,2012,Missing/Undefined,CA,ORCHARD,3,B
1607859,36.76944,-121.41375,2012,Equipment Use,CA,HILLS,0.25,A
1607860,35.9789,-120.87858,2012,Miscellaneous,CA,SARGEANT CANYON RD / DEAD,1,B
1607861,36.821493,-121.630312,2012,Missing/Undefined,CA,ECHO,1,B
1607862,36.280622,-121.302949,2012,Miscellaneous,CA,CENTRAL,0.5,B
1607863,36.380514,-121.0013,2012,Miscellaneous,CA,BITTERWATER,0.15,A
1607864,36.940759,-121.42702,2012,Miscellaneous,CA,SHORE[,0.8,B
1607865,36.5125,-121.275,2012,Miscellaneous,CA,AIRLINE,32,C
1607866,36.84856,-121.452781,2012,Miscellaneous,CA,HIGHWAY,3,B
1607867,36.82135,-121.57135,2012,Debris Burning,CA,SALINAS,0.12,A
1607868,36.114987,-121.1288,2012,Miscellaneous,CA,JOLON,0.1,A
1607869,36.275995,-121.185544,2012,Miscellaneous,CA,HOBSON,1,B
1607870,36.718056,-121.592222,2012,Arson,CA,OLD,14.25,C
1607871,36.933095,-121.388156,2012,Equipment Use,CA,HIGHWAY,0.01,A
1607872,36.57852,-121.727068,2012,Miscellaneous,CA,CORRAL,0.1,A
1607873,36.58409,-121.95094,2012,Miscellaneous,CA,BENBOW PL  PEBBLE_BEACH,0.1,A
1607874,36.041692,-121.182007,2012,Smoking,CA,SULPHUR SPRINGS RD / JOLO,3,B
1607875,36.504168,-121.373272,2012,Miscellaneous,CA,GLORIA,0.1,A
1607876,36.817778,-121.658889,2012,Smoking,CA,PRUNEDALE,0.1,A
1607877,36.581723,-121.92156,2012,Children,CA,SUNSET,1,B
1607878,36.83577,-121.423133,2012,Arson,CA,RIVERSIDE,1,B
1607879,36.889722,-121.692222,2012,Children,CA,PAJARO,1,B
1607880,36.187222,-120.821217,2012,Lightning,CA,PEACH,1,B
1607881,36.187197,-120.821287,2012,Lightning,CA,MUSTANG,1.5,B
1607882,36.551164,-121.392874,2012,Miscellaneous,CA,IVERSON,63,C
1607883,36.679733,-121.556404,2012,Miscellaneous,CA,OLD STAGE,1,B
1607884,36.582915,-121.934337,2012,Missing/Undefined,CA,ALTOS,1,B
1607885,35.87172,-120.831973,2012,Missing/Undefined,CA,JOLON,0.5,B
1607886,36.268751,-121.144904,2012,Miscellaneous,CA,SPRECKLES,0.25,A
1607887,36.27735,-120.943315,2012,Debris Burning,CA,LONOAK,82,C
1607888,36.570833,-121.77,2012,Miscellaneous,CA,LAGUNA,100,D
1607889,36.19319,-121.144331,2012,Miscellaneous,CA,JOLON,0.25,A
1607890,36.403444,-121.316493,2012,Missing/Undefined,CA,ARROYO,0.1,A
1607891,36.801389,-121.580278,2012,Miscellaneous,CA,SAN JUAN,4.7,B
1607892,36.902698,-121.658518,2012,Children,CA,REBECCA,1,B
1607893,36.4286,-121.329275,2012,Children,CA,ENCINAL,0.1,A
1607894,36.610799,-121.937716,2012,Children,CA,MAJELLA RD / SLOAT RD,0.1,A
1607895,36.728853,-121.278872,2012,Miscellaneous,CA,SCHOOL 4,0.1,A
1607896,35.94,-121.082222,2012,Equipment Use,CA,LOCKWOOD,1.8,B
1607897,36.862222,-121.688056,2012,Miscellaneous,CA,AROMAS,1,B
1607898,36.97545,-121.439733,2012,Equipment Use,CA,PACHECO,0.25,A
1607899,36.874626,-121.718187,2012,Miscellaneous,CA,HARRINGTON RD  NORTH_COUN,1,B
1607900,36.415949,-121.278081,2012,Arson,CA,METZ,0.25,A
1607901,36.12215,-121.023247,2012,Debris Burning,CA,HIGHWAY,0.1,A
1607902,36.197784,-121.148147,2012,Miscellaneous,CA,BROADWAY,0.1,A
1607903,36.881424,-121.363592,2012,Debris Burning,CA,FAIRVIEW 2,0.08,A
1607904,36.821389,-121.630278,2012,Miscellaneous,CA,ECHO,0.1,A
1607905,36.563333,-121.875833,2012,Campfire,CA,JACKS,0.1,A
1607906,36.419885,-121.31575,2012,Miscellaneous,CA,MONTEREY,0.1,A
1607907,36.237662,-121.448647,2012,Miscellaneous,CA,ARROYO,0.25,A
1607908,36.805228,-121.406131,2012,Equipment Use,CA,CIENEGA RD / HIDDEN VALLE,9,B
1607909,36.525995,-121.868117,2012,Equipment Use,CA,RANCHO SAN CARLOS RD  CAR,0.5,B
1607910,36.885592,-121.644571,2012,Miscellaneous,CA,VIOLA,1,B
1607911,36.59076,-121.955106,2012,Miscellaneous,CA,PATIO,1,B
1607912,36.770191,-121.600092,2012,Arson,CA,OLD STAGE RD / CRAZY HORS,0.05,A
1607913,36.772603,-121.594998,2012,Miscellaneous,CA,STAGE,0.05,A
1607914,36.793889,-121.668333,2012,Miscellaneous,CA,NORTH,12,C
1607915,36.121953,-121.023498,2012,Miscellaneous,CA,LUCAS,0.1,A
1607916,36.860095,-121.653357,2012,Miscellaneous,CA,SAN JUAN RD / CARPENTERIA,1,B
1607917,36.804058,-121.652027,2012,Miscellaneous,CA,TUSTIN,0.1,A
1607918,36.856063,-121.641575,2012,Miscellaneous,CA,SAN JUAN,0.25,A
1607919,35.9789,-120.87858,2012,Miscellaneous,CA,SARGENT,10,C
1607920,36.845556,-121.381389,2012,Children,CA,MEMORIAL,0.1,A
1607939,39.673056,-121.313611,2012,Debris Burning,CA,MILSAP,1,B
1607940,39.729741,-121.494185,2012,Miscellaneous,CA,70,1,B
1607941,39.627167,-121.945965,2012,Miscellaneous,CA,FERRY,0.1,A
1607942,39.388041,-121.398021,2012,Debris Burning,CA,GIPSON'S RD / LOS VERJELE,0.25,A
1607943,39.746667,-121.492222,2012,Debris Burning,CA,ANDY,0.5,B
1607944,39.51337,-121.446978,2012,Debris Burning,CA,LOST 2,0.75,B
1607945,39.762464,-121.736696,2012,Debris Burning,CA,HOG SPRINGS EAST_CHICO,1,B
1607946,39.365915,-121.641904,2012,Missing/Undefined,CA,E GRIDLEY RD / HUTCHINS D,1,B
1607947,39.36053,-121.681239,2012,Debris Burning,CA,BLUE BIRD LN  GRDLY,1,B
1607948,39.884447,-121.698599,2012,Debris Burning,CA,CANYON,1.2,B
1607949,39.373884,-121.741918,2012,Missing/Undefined,CA,NUGENT,2,B
1607950,39.597141,-121.267819,2012,Equipment Use,CA,U4,0.2,A
1607951,39.450581,-121.688324,2012,Debris Burning,CA,HWY 99  /E HAMILTON RD,0.01,A
1607952,39.431018,-121.552798,2012,Arson,CA,RAILROAD AVE /S VILLA AVE,10,C
1607953,39.779613,-121.956216,2012,Missing/Undefined,CA,E COMMERCIAL ST  NORD,0.2,A
1607954,39.700833,-121.821667,2012,Missing/Undefined,CA,HEGAN,1,B
1607955,39.496801,-121.650753,2012,Missing/Undefined,CA,WILBUR RD / OROVILLE DAM,0.01,A
1607956,39.78859,-121.552346,2012,Missing/Undefined,CA,JORDAN,5,B
1607957,39.464068,-121.868372,2012,Debris Burning,CA,AGUS FRIAS,1,B
1607958,39.821516,-121.918903,2012,Equipment Use,CA,KANSAS,1,B
1607959,39.732741,-121.817019,2012,Missing/Undefined,CA,OHIO ST / GUILL ST,1,B
1607960,39.380364,-121.659067,2012,Debris Burning,CA,ORD RANCH RD / LARKIN RD,1,B
1607961,39.514828,-121.443986,2012,Missing/Undefined,CA,QUINCY,1,B
1607962,39.507795,-121.450183,2012,Smoking,CA,OROVILLE QUINCY HWY / LOS,0.1,A
1607963,39.459582,-121.511496,2012,Missing/Undefined,CA,WYANDOTTE,3,B
1607964,39.513677,-121.607429,2012,Debris Burning,CA,20TH ST  W_OROVILLE,0.1,A
1607965,39.571056,-121.688767,2012,Missing/Undefined,CA,HWY 99  / NELSON RD,0.2,A
1607966,39.524091,-121.604727,2012,Missing/Undefined,CA,NELSON,1,B
1607967,39.783475,-121.837983,2012,Debris Burning,CA,CABIN HOLLOW CT / THORNTR,1,B
1607968,39.652927,-121.861747,2012,Missing/Undefined,CA,DAYTON,0.5,B
1607969,39.830338,-121.858887,2012,Equipment Use,CA,HAGENRIDGE,3.6,B
1607970,39.359141,-121.576369,2012,Equipment Use,CA,CENTRAL,8,B
1607971,39.50377,-121.591613,2012,Equipment Use,CA,12TH,1,B
1607972,39.789728,-121.888798,2012,Debris Burning,CA,RANCH,1,B
1607973,39.49805,-121.592837,2012,Equipment Use,CA,LINDSAY,0.1,A
1607974,39.439167,-121.490833,2012,Missing/Undefined,CA,GRUBBS,11,C
1607975,39.775223,-121.911724,2012,Missing/Undefined,CA,NORD,100,D
1607976,39.509371,-121.650777,2012,Missing/Undefined,CA,TRES VIAS RD / WILBUR RD,1,B
1607977,39.810707,-121.579046,2012,Missing/Undefined,CA,GLOVER LN  MGLA,0.1,A
1607978,39.472719,-121.62677,2012,Miscellaneous,CA,LARKIN,0.1,A
1607979,39.366809,-121.723122,2012,Smoking,CA,GRACE,0.25,A
1607980,39.90347,-121.736739,2012,Arson,CA,VILAS,1,B
1607981,39.847978,-121.812739,2012,Miscellaneous,CA,COHASSET,0.1,A
1607982,39.71354,-121.662985,2012,Missing/Undefined,CA,NEAL RD / WAYLAND RD,0.04,A
1607983,39.524094,-121.60916,2012,Arson,CA,NELSON,1.5,B
1607984,39.414268,-121.498823,2012,Missing/Undefined,CA,DACK,5,B
1607985,39.62507,-121.387673,2012,Debris Burning,CA,HIDDEN SPRINGS RD  BERRY_,1,B
1607986,39.354445,-121.667698,2012,Debris Burning,CA,OBERMEYER 2,1,B
1607987,39.323336,-121.672139,2012,Miscellaneous,CA,TURNER,2,B
1607988,39.512875,-121.587193,2012,Missing/Undefined,CA,10TH,0.25,A
1607989,39.424966,-121.576751,2012,Missing/Undefined,CA,TREE,0.07,A
1607990,39.848544,-121.605284,2012,Missing/Undefined,CA,COLTER,0.1,A
1607991,39.362566,-121.422658,2012,Equipment Use,CA,LAPORTE,1,B
1607992,39.314588,-121.646501,2012,Missing/Undefined,CA,CHANDON,1,B
1607993,39.414984,-121.688094,2012,Miscellaneous,CA,HWY 99  / B ST,0.1,A
1607994,39.463889,-121.578889,2012,Missing/Undefined,CA,PALERMO,93,C
1607995,39.642222,-121.715833,2012,Missing/Undefined,CA,DURHAM,2,B
1607996,39.457778,-121.513056,2012,Miscellaneous,CA,DRESCHER,2,B
1607997,39.548611,-121.347778,2012,Missing/Undefined,CA,LUMPKIN,0.1,A
1607998,39.505187,-121.308379,2012,Miscellaneous,CA,WEISS,0.5,B
1607999,39.487798,-121.530583,2012,Equipment Use,CA,WYONDOTTE,0.25,A
1608000,39.357643,-121.699864,2012,Debris Burning,CA,YEW ST / INDIANA ST,1,B
1608001,39.388489,-121.714132,2012,Miscellaneous,CA,BIGGS,1,B
1608002,39.905833,-121.655,2012,Miscellaneous,CA,STAGE,0.03,A
1608003,39.41994,-121.576705,2012,Missing/Undefined,CA,LONE,4,B
1608004,39.428174,-121.656438,2012,Missing/Undefined,CA,LARKIN,1.5,B
1608005,39.763055,-121.523537,2012,Missing/Undefined,CA,LAKE CONCOW CONCOW,0.1,A
1608006,39.388611,-121.478611,2012,Missing/Undefined,CA,COX,0.25,A
1608007,39.364593,-121.723127,2012,Equipment Use,CA,GRACE,1.5,B
1608008,39.725474,-121.511257,2012,Missing/Undefined,CA,PINKSTON,1.5,B
1608009,39.350829,-121.659883,2012,Missing/Undefined,CA,LARKIN 2,0.03,A
1608010,39.858286,-121.908096,2012,Equipment Use,CA,REESE RD  NORD,1,B
1608011,39.460111,-121.555883,2012,Missing/Undefined,CA,RAILROAD,2.5,B
1608012,39.701065,-121.785904,2012,Missing/Undefined,CA,SOUTHGATE,0.1,A
1608013,39.701065,-121.785904,2012,Missing/Undefined,CA,SOUTHGATE AVE /SB HWY 9 2,0.1,A
1608014,39.701065,-121.785904,2012,Missing/Undefined,CA,SOUTHGATE AVE /SB HWY 9 3,0.1,A
1608015,39.63828,-121.889996,2012,Missing/Undefined,CA,EMILY,1,B
1608016,39.472719,-121.62677,2012,Miscellaneous,CA,LARKIN,3,B
1608017,39.46403,-121.576914,2012,Arson,CA,OPHIR,0.25,A
1608018,39.436874,-121.576822,2012,Arson,CA,LONE TREE RD  PALERMO,0.02,A
1608019,39.350017,-121.601219,2012,Missing/Undefined,CA,CENTRAL,0.1,A
1608020,39.742686,-121.55142,2012,Missing/Undefined,CA,NELSON,1.1,B
1608021,39.84955,-121.919331,2012,Children,CA,MERIDIAN,1,B
1608022,39.727882,-121.817737,2012,Missing/Undefined,CA,FETTER,0.2,A
1608023,39.370139,-121.465943,2012,Missing/Undefined,CA,TEDDY,0.02,A
1608024,39.366735,-121.692619,2012,Missing/Undefined,CA,SPRUCE ST / LINCOLN ST,1,B
1608025,39.479672,-121.524078,2012,Children,CA,SHADOW,0.1,A
1608026,39.495073,-121.530537,2012,Missing/Undefined,CA,GREENVILLE,0.5,B
1608027,39.573464,-121.518766,2012,Miscellaneous,CA,OREGON,100.5,D
1608028,39.520424,-121.591589,2012,Debris Burning,CA,12TH,1,B
1608029,39.476797,-121.530588,2012,Missing/Undefined,CA,BANGOR,0.5,B
1608030,39.504167,-121.434722,2012,Miscellaneous,CA,FORBESTOWN,3,B
1608031,39.622136,-121.693472,2012,Miscellaneous,CA,149,0.3,B
1608032,39.895895,-121.748196,2012,Arson,CA,ROE,1,B
1608033,39.343652,-121.538227,2012,Missing/Undefined,CA,CENTRAL,0.1,A
1608034,39.551552,-121.856663,2012,Missing/Undefined,CA,NELSON,1,B
1608035,39.728611,-121.686111,2012,Missing/Undefined,CA,SKYWAY,0.25,A
1608036,39.3488,-121.68782,2012,Miscellaneous,CA,W LIBERTY RD / HWY 99,1,B
1608037,39.382653,-121.595361,2012,Miscellaneous,CA,COX,1,B
1608038,39.431923,-121.46852,2012,Arson,CA,DUNSTONE,18.4,C
1608039,39.437467,-121.542839,2012,Missing/Undefined,CA,IRWIN,0.25,A
1608040,39.646015,-121.800163,2012,Miscellaneous,CA,MIDWAY  / DURHAM-DAYTON H,0.1,A
1608041,39.55791,-121.598439,2012,Miscellaneous,CA,TABLE,30,C
1608042,39.535089,-121.340059,2012,Missing/Undefined,CA,LUMPKIN,1,B
1608043,39.447435,-121.390767,2012,Missing/Undefined,CA,FLAT,0.1,A
1608044,39.4475,-121.39,2012,Missing/Undefined,CA,FLAT 2,0.5,B
1608045,39.491944,-121.456667,2012,Children,CA,RANCH,0.5,B
1608046,39.436298,-121.55258,2012,Arson,CA,ESPERANZA,1,B
1608047,39.425833,-121.710833,2012,Missing/Undefined,CA,RICETON,2,B
1608048,39.314696,-121.635255,2012,Debris Burning,CA,CHANDON,1,B
1608049,39.470817,-121.519504,2012,Miscellaneous,CA,TAYLOR,0.12,A
1608050,39.389385,-121.57654,2012,Missing/Undefined,CA,LONE,0.25,A
1608051,39.715135,-121.847528,2012,Campfire,CA,POMONA LN / POMONA AVE,0.1,A
1608052,40.17785,-121.5945,2012,Equipment Use,CA,MEADOWS,3,B
1608053,39.329054,-121.535971,2012,Children,CA,SCHOOL,0.25,A
1608054,39.431017,-121.552878,2012,Missing/Undefined,CA,S VILLA,0.1,A
1608055,39.505439,-121.506404,2012,Children,CA,CASINO,1,B
1608056,39.364146,-121.649314,2012,Arson,CA,GRIDLEY 2,0.5,B
1608057,39.364146,-121.649314,2012,Arson,CA,GRIDLEY FARM LABOR CAMP 2,1.5,B
1608058,39.524295,-121.464888,2012,Missing/Undefined,CA,KOKANEE,0.1,A
1608059,39.40612,-121.576589,2012,Missing/Undefined,CA,LONE,1.25,B
1608060,39.528526,-121.547536,2012,Missing/Undefined,CA,RIVERVIEW,1,B
1608061,39.368976,-121.53975,2012,Arson,CA,PALERMO,0.25,A
1608062,39.738056,-121.683056,2012,Miscellaneous,CA,HONEY,0.02,A
1608063,39.439533,-121.655788,2012,Miscellaneous,CA,LARKIN,3.5,B
1608064,39.642272,-121.715938,2012,Missing/Undefined,CA,DURHAM 2,0.25,A
1608065,39.789862,-121.499296,2012,Missing/Undefined,CA,CIRBY,5,B
1608066,39.702813,-121.75851,2012,Missing/Undefined,CA,SPANISH,0.25,A
1608067,39.50601,-121.627173,2012,Equipment Use,CA,GRAND,18,C
1608068,39.43422,-121.553385,2012,Arson,CA,RAILROAD,0.1,A
1608069,40.177183,-121.59845,2012,Missing/Undefined,CA,MEADOWS,0.1,A
1608070,39.576187,-121.617552,2012,Missing/Undefined,CA,WICKS,0.5,B
1608071,39.701206,-121.785671,2012,Missing/Undefined,CA,SOUTH,0.29,B
1608072,39.71147,-121.774593,2012,Miscellaneous,CA,SKYWAY,1,B
1608073,39.455209,-121.549369,2012,Missing/Undefined,CA,HIDDEN,0.2,A
1608074,39.364577,-121.576421,2012,Arson,CA,TREE,0.8,B
1608075,39.807222,-121.600278,2012,Smoking,CA,CALVIN,1,B
1608076,39.364914,-121.706673,2012,Missing/Undefined,CA,W BIGGS GRIDLEY RD / SYCA,1,B
1608077,39.35868,-121.705688,2012,Missing/Undefined,CA,NEVADA ST  GRD,1,B
1608078,39.53701,-121.550829,2012,Equipment Use,CA,THOMPSON FLAT RD  N_OROVI,0.1,A
1608079,39.431017,-121.552878,2012,Arson,CA,RAILROAD,0.1,A
1608080,39.519547,-121.549675,2012,Missing/Undefined,CA,RIVERVIEW,1,B
1608081,39.464917,-121.592467,2012,Miscellaneous,CA,WILD,3,B
1608082,39.705483,-121.7314,2012,Miscellaneous,CA,RIDGE,0.45,B
1608083,39.705483,-121.7314,2012,Miscellaneous,CA,TUSCAN RIDGE GOLF COURS 2,0.09,A
1608084,39.705483,-121.7314,2012,Miscellaneous,CA,TUSCAN RIDGE GOLF COURS 3,0.12,A
1608085,39.705483,-121.7314,2012,Miscellaneous,CA,TUSCAN RIDGE GOLF COURS 4,0.08,A
1608086,39.705483,-121.7314,2012,Miscellaneous,CA,TUSCAN RIDGE GOLF COURS 5,0.02,A
1608087,39.500933,-121.514066,2012,Debris Burning,CA,HILLDALE AVE  KELLY_RDGE,1,B
1608088,39.507278,-121.518059,2012,Children,CA,ARBOL,0.1,A
1608089,39.458627,-121.531692,2012,Arson,CA,PALERMO,0.1,A
1608090,39.439434,-121.662524,2012,Miscellaneous,CA,VANCE,1,B
1608091,39.552248,-121.765773,2012,Miscellaneous,CA,MIDWAY,1,B
1608092,40.111694,-121.584159,2012,Missing/Undefined,CA,32,3,B
1608093,39.362934,-121.729641,2012,Debris Burning,CA,COLUSA,1,B
1608094,39.42126,-121.716358,2012,Equipment Use,CA,AFTON,2,B
1608095,39.666884,-121.732906,2012,Miscellaneous,CA,SOIL,0.1,A
1608096,39.377918,-121.687899,2012,Arson,CA,RANCH,10,C
1608097,39.728685,-121.816462,2012,Arson,CA,GUILL,0.1,A
1608098,39.405843,-121.455165,2012,Miscellaneous,CA,AVACADO,0.25,A
1608099,39.414868,-121.53965,2012,Arson,CA,PALERMO,0.16,A
1608100,39.414866,-121.534295,2012,Debris Burning,CA,CRAIG,0.12,A
1608101,39.668959,-121.571951,2012,Miscellaneous,CA,PENTZ,1,B
1608102,39.457726,-121.549363,2012,Debris Burning,CA,ABC MINI STORAGE PALERMO,1,B
1608103,39.517553,-121.589822,2012,Arson,CA,12TH ST  THERMALITO,1,B
1608526,37.633674,-122.475742,2012,Miscellaneous,CA,,0.02,A
1608527,37.584866,-122.480535,2012,Children,CA,,0.02,A
1608528,36.975062,-122.019019,2012,Missing/Undefined,CA,,0.01,A
1608529,36.974593,-122.021633,2012,Arson,CA,,0.01,A
1608530,36.97256,-121.764526,2012,Missing/Undefined,CA,CASSERLY RD / WHEELOCK RD,0.01,A
1608531,36.979014,-121.957786,2012,Missing/Undefined,CA,,0.01,A
1608532,36.990354,-121.776688,2012,Debris Burning,CA,GREEN VALLEY RD  PAJARO_V,0.1,A
1608533,36.966469,-122.026945,2012,Missing/Undefined,CA,,0.01,A
1608534,37.524187,-122.26709,2012,Miscellaneous,CA,,0.05,A
1608535,37.206666,-122.067063,2012,Miscellaneous,CA,VINEYARD,0.09,A
1608536,36.999692,-121.894653,2012,Miscellaneous,CA,SEQUOIA,1,B
1608537,37.38767,-122.270287,2012,Children,CA,REDLAND RD  SKYLONDA_NORT,0.03,A
1608538,37.10779,-122.044633,2012,Missing/Undefined,CA,IDLEWILD ST  LOMPICO,0.25,A
1608539,36.984963,-122.046459,2012,Missing/Undefined,CA,,0.15,A
1608540,36.981635,-122.028131,2012,Campfire,CA,,0.01,A
1608541,36.966203,-122.012078,2012,Missing/Undefined,CA,,0.01,A
1608542,36.997616,-121.9515,2012,Missing/Undefined,CA,,0.01,A
1608543,36.974198,-122.063178,2012,Miscellaneous,CA,,0.01,A
1608544,36.959701,-122.031441,2012,Children,CA,,0.01,A
1608545,37.549533,-122.500083,2012,Children,CA,MCKNEE,0.01,A
1608546,36.953018,-121.76023,2012,Arson,CA,AGATE DR / LAPIS DR,0.01,A
1608547,37.043459,-121.811645,2012,Debris Burning,CA,TINDALL,0.6,B
1608548,37.04922,-122.084468,2012,Debris Burning,CA,FELTON EMPIRE,1,B
1608549,37.069966,-122.095028,2012,Debris Burning,CA,EL SOLYO,0.1,A
1608550,37.174389,-122.141,2012,Children,CA,BERNSTEIN DR / TEILH DR,1,B
1608551,37.020395,-121.817152,2012,Debris Burning,CA,EVANS,1,B
